key,level,name,full_name,description,shade,parent
110,4,Apache Axiom,Services##Logic Services##Business Logic##Apache Axiom,The Apache Axiom™ library provides an XML Infoset compliant object model implementation which supports on-demand building of the object tree.,"rgb(181, 26, 0)",2220
127,4,Apache Axis2,Services##Logic Services##Business Logic Communication##Apache Axis2,"Apache Axis2™ is a Web Services JSON / SOAP / WSDL engine, the successor to the widely used Apache Axis SOAP stack.","rgb(181, 26, 0)",2221
168,4,Apache BVal,Services##Logic Services##Business Logic##Apache BVal,"Apache BVal delivers an implementation of the Java Bean Validation Specification which is TCK compliant, works on Java SE 8 or later, and uses the Apache Software License v2.0.","rgb(227, 36, 0)",2220
1360,4,Apache Bahir,Services##Logic Services##Business Logic##Apache Bahir,"Apache Bahir provides extensions to multiple distributed analytic platforms, extending their reach with a diversity of streaming connectors and SQL data sources.","rgb(181, 26, 0)",2220
607,4,Apache Batik,Services##Logic Services##Business Logic##Apache Batik,"Batik is a Java-based toolkit for applications or applets that want to use images in the Scalable Vector Graphics (SVG) format for various purposes, such as display, generation or manipulation.","rgb(181, 26, 0)",2220
430,4,Apache Beam,Services##Logic Services##Business Logic##Apache Beam,"A simplified, single programming model for both batch and streaming use cases.","rgb(255, 64, 19)",2220
332,4,Apache Beehive,User Interaction##Web Interaction##Web Presentation##Apache Beehive,"NetUI: An annotation-driven web application programming framework that is built atop Struts. NetUI centralizes navigation logic, state, metadata, and exception handling in a single encapsulated and reusable Page Flow Controller class. In addition, NetUI provides a set of JSP tags for rendering HTML / XHTML and higher-level UI constructs such as data grids and trees and has first-class integration with JavaServer Faces and Struts.
Controls: A lightweight, metadata-driven component framework for building that reduces the complexity of being a client of enterprise resources. Controls provide a unified client abstraction that can be implemented to access a diverse set of enterprise resources using a single configuration model.
Web Service Metadata (WSM): An implementation of JSR 181 which standardizes a simplified, annotation-driven model for building Java web services.","rgb(217, 80, 0)",2278
277,4,Apache BookKeeper,Services##Logic Services##Business Logic##Apache BookKeeper,"A scalable, fault-tolerant, and low-latency storage service optimized for real-time workloads.","rgb(181, 26, 0)",2220
96,4,Apache CXF,Services##Logic Services##Business Logic Communication##Apache CXF,"Apache CXF™ is an open source services framework. CXF helps you build and develop services using frontend programming APIs, like JAX-WS and JAX-RS. These services can speak a variety of protocols such as SOAP, XML/HTTP, RESTful HTTP, or CORBA and work over a variety of transports such as HTTP, JMS or JBI.","rgb(227, 36, 0)",2221
328,4,Apache Calcite for Java,Services##Logic Services##Business Logic##Apache Calcite for Java,"Apache Calcite is a dynamic data management framework. JDBC driver to connect to Calcite from your application.
","rgb(58, 136, 254)",2220
89,4,Apache Camel,Services##Logic Services##Business Logic Communication##Apache Camel,Camel is an Open Source integration framework that empowers you to quickly and easily integrate various systems consuming or producing data.,"rgb(255, 106, 0)",2221
1935,4,Apache Camel MQ,System Interaction##Communication Services##Messaging Services##Apache Camel MQ,"Apache Camel is an open-source integration framework that enables easy integration of different applications using various messaging patterns, protocols.","rgb(250, 126, 20)",2253
129,4,Apache Cassandra,Services##Logic Services##Data Access Services##Apache Cassandra,Apache Cassandra is an open source NoSQL distributed database trusted by thousands of companies for scalability and high availability without compromising performance.,"rgb(227, 36, 0)",2225
609,4,Apache Cassandra Drivers,Services##Logic Services##Data Access Services##Apache Cassandra Drivers,Apache Cassandra Drivers for Node.js,"rgb(217, 80, 0)",2225
278,4,Apache Cayenne,Services##Logic Services##Business Logic##Apache Cayenne,Apache Cayenne is an open source Java object-to-relational mapping framework.,"rgb(227, 36, 0)",2220
333,4,Apache Chemistry,Services##Logic Services##Business Logic##Apache Chemistry,Apache Chemistry provides open source implementations of the Content Management Interoperability Services (CMIS) specification.,"rgb(0, 199, 252)",2220
125,4,Apache Click,User Interaction##Web Interaction##Web Presentation##Apache Click,"Apache Click™ is a modern JEE web application framework, providing a natural rich client style programming model. Apache Click is designed to be very easy to learn and use, with developers getting up and running within a day.","rgb(227, 36, 0)",2278
279,4,Apache Cocoon,Services##Logic Services##Business Logic##Apache Cocoon,Apache Cocoon is a Spring-based framework (since version 2.2 of Cocoon) built around the concepts of separation of concerns and component-based development.,"rgb(227, 36, 0)",2220
155,4,Apache Commons,Services##Logic Services##Business Logic##Apache Commons,Apache Commons is an Apache project focused on all aspects of reusable Java components.,"rgb(227, 36, 0)",2220
345,4,Apache Continuum,Services##Logic Services##Business Logic##Apache Continuum,"Apache Continuum™ is an enterprise-ready continuous integration server with features such as automated builds, release management, role-based security, and integration with popular build tools and source control management systems.","rgb(0, 140, 180)",2220
17,4,Apache Cordova,User Interaction##Mobile Interaction##Mobile Presentation##Apache Cordova,"Mobile apps with HTML, CSS & JS","rgb(96, 96, 96)",2258
280,4,Apache Crunch,Services##Logic Services##Business Logic##Apache Crunch,"The Apache Crunch Java library provides a framework for writing, testing, and running MapReduce pipelines. Its goal is to make pipelines that are composed of many user-defined functions simple to write, easy to test, and efficient to run.","rgb(227, 36, 0)",2220
131,4,Apache Curator,Services##Logic Services##Business Logic##Apache Curator,"Apache Curator is a Java/JVM client library for Apache ZooKeeper, a distributed coordination service.","rgb(227, 36, 0)",2220
358,4,Apache DeltaSpike,Services##Logic Services##Business Logic##Apache DeltaSpike,DeltaSpike consists of a number of portable CDI extensions that provide useful features for Java application developers.,"rgb(227, 36, 0)",2220
178,4,Apache Derby,Services##Logic Services##Business Logic##Apache Derby,"Apache Derby, an Apache DB subproject, is an open source relational database implemented entirely in Java and available under the Apache License, Version 2.0.","rgb(227, 36, 0)",2220
122,4,Apache Directory,Services##Logic Services##Business Logic##Apache Directory,"The Apache Directory Project provides directory solutions entirely written in Java. These include a directory server, which has been certified as LDAP v3 compliant by the Open Group (ApacheDS), and Eclipse-based directory tools (Apache Directory Studio).","rgb(227, 36, 0)",2220
1367,4,Apache Drill,Services##Logic Services##Business Logic##Apache Drill,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage.","rgb(121, 26, 62)",2220
3725,4,Apache Druid,Services##Logic Services##Business Logic##Apache Druid,"A high performance, real-time analytics database that delivers sub-second queries on streaming and batch data at scale and under load.","rgb(77, 145, 179)",2220
329,4,Apache ECharts,Services##Logic Services##Business Logic##Apache ECharts,Open Source JavaScript Visualization Library,"rgb(255, 64, 19)",2220
1380,4,Apache Excalibur,Services##Logic Services##Business Logic##Apache Excalibur,"Our primary product is a lightweight, embeddable Inversion of Controlcontainer named Fortress that is written in java.","rgb(153, 41, 189)",2220
317,4,Apache FOP,Services##Logic Services##Business Logic##Apache FOP,Apache™ FOP (Formatting Objects Processor) is a print formatter driven by XSL formatting objects (XSL-FO) and an output independent formatter.,"rgb(181, 26, 0)",2220
286,4,Apache Felix,Services##Logic Services##Business Logic##Apache Felix,Apache Felix is a community effort to implement the OSGi Framework and Service platform and other interesting OSGi-related technologies under the Apache license.,"rgb(150, 211, 95)",2220
337,4,Apache Flex,User Interaction##Web Interaction##Web Presentation##Apache Flex,Build applications that target all browsers by leveraging the Adobe Flash Player and JavaScript.,"rgb(227, 36, 0)",2278
431,4,Apache Flink,Services##Logic Services##Business Logic##Apache Flink,Apache Flink is a framework and distributed processing engine for stateful computations over unbounded and bounded data streams.,"rgb(217, 80, 0)",2220
284,4,Apache Flume,Services##Application Services##Logging##Apache Flume,"Flume is a distributed, reliable, and available service for efficiently collecting, aggregating, and moving large amounts of log data.","rgb(181, 26, 0)",3066
334,4,Apache FreeMarker,User Interaction##Web Interaction##Web Presentation##Apache FreeMarker,"Apache FreeMarker is a template engine: a Java library to generate text output (HTML web pages, e-mails, configuration files, source code, etc.) based on templates and changing dat","rgb(55, 26, 148)",2278
283,4,Apache Geronimo,Services##Logic Services##Business Logic##Apache Geronimo,Apache Geronimo is an open source set of projects that are focus on providing JavaEE/JakartaEE libraries and Microprofile implementations.,"rgb(0, 97, 255)",2220
92,4,Apache Groovy,Services##Logic Services##Business Logic##Apache Groovy,"Apache Groovy is a powerful, optionally typed and dynamic language, with static-typing and static compilation capabilities.","rgb(227, 36, 0)",2220
